subNum,trialNo,easySide,targPresent,targSide,RT,accuracy,distractor_range,con,distractor_min,distractor_max,block_no
3,107,,0,,2042,1,30,full,-60,-30,1
3,108,,0,,1721,1,30,full,-60,-30,1
3,109,,0,,6268,1,106,full,-98,8,1
3,110,,1,right,1590,1,30,full,-60,-30,1
3,111,L,0,,7748,1,,half,,,1
3,112,,0,,6487,1,106,full,-98,8,1
3,113,,0,,6800,1,106,full,-98,8,1
3,114,,0,,2091,1,30,full,-60,-30,1
3,115,,1,right,10206,0,106,full,-98,8,1
3,116,,1,right,11548,1,106,full,-98,8,1
3,117,,1,left,1763,1,30,full,-60,-30,1
3,118,,0,,1781,1,30,full,-60,-30,1
3,119,,1,right,1502,1,30,full,-60,-30,1
3,120,,1,right,1643,1,106,full,-98,8,1
3,121,,1,left,1532,1,30,full,-60,-30,1
3,122,L,0,,8666,1,,half,,,1
3,123,R,0,,6230,1,,half,,,1
3,124,,1,right,1682,1,30,full,-60,-30,1
3,125,,1,left,2051,1,106,full,-98,8,1
3,126,L,1,left,1581,1,,half,,,1
3,127,,1,right,1911,1,106,full,-98,8,1
3,128,,0,,1832,1,30,full,-60,-30,1
3,129,,1,left,1533,1,30,full,-60,-30,1
3,130,R,0,,5228,1,,half,,,1
3,131,,1,left,1842,1,106,full,-98,8,1
3,132,,1,right,1542,1,30,full,-60,-30,1
3,133,,1,left,1532,1,30,full,-60,-30,1
3,134,L,0,,7237,1,,half,,,1
3,135,,0,,2172,1,30,full,-60,-30,1
3,136,,0,,6428,1,106,full,-98,8,1
3,137,,0,,1671,1,30,full,-60,-30,1
3,138,,0,,1811,1,30,full,-60,-30,1
3,139,,0,,7134,1,106,full,-98,8,1
3,140,,0,,1652,1,30,full,-60,-30,1
3,141,,1,left,1609,1,30,full,-60,-30,1
3,142,L,1,left,1553,1,,half,,,1
3,143,,1,right,1782,1,106,full,-98,8,1
3,144,,0,,1791,1,30,full,-60,-30,1
3,145,,0,,5748,1,106,full,-98,8,1
3,146,,1,left,1502,1,30,full,-60,-30,1
3,147,,0,,6939,1,106,full,-98,8,1
3,148,R,0,,4830,1,,half,,,1
3,149,,1,right,1565,1,30,full,-60,-30,1
3,150,,1,right,1513,1,30,full,-60,-30,1
3,151,R,0,,5682,1,,half,,,1
3,152,L,0,,6218,1,,half,,,1
3,153,L,1,right,3010,1,,half,,,1
3,154,,0,,8455,1,106,full,-98,8,1
3,155,R,0,,5898,1,,half,,,1
3,156,,1,left,1663,1,30,full,-60,-30,1
3,157,,0,,1905,1,30,full,-60,-30,1
3,158,,1,right,1533,1,30,full,-60,-30,1
3,159,,1,left,1503,1,30,full,-60,-30,1
3,160,L,0,,5199,1,,half,,,1
3,161,,0,,5529,1,106,full,-98,8,1
3,162,,1,left,2012,1,106,full,-98,8,1
3,163,R,1,right,1545,1,,half,,,1
3,164,,0,,5719,1,106,full,-98,8,1
3,165,,1,left,4480,1,106,full,-98,8,1
3,166,,1,right,1532,1,30,full,-60,-30,1
3,167,R,0,,5229,1,,half,,,1
3,168,,0,,1842,1,30,full,-60,-30,1
3,169,,1,left,1762,1,106,full,-98,8,1
3,170,,0,,5728,1,106,full,-98,8,1
3,171,,0,,5869,1,106,full,-98,8,1
3,172,,0,,1769,1,30,full,-60,-30,1
3,173,,0,,4959,1,106,full,-98,8,1
3,174,L,0,,5362,1,,half,,,1
3,175,,1,right,1649,1,106,full,-98,8,1
3,176,R,0,,4702,1,,half,,,1
3,177,,0,,5837,1,106,full,-98,8,1
3,178,,0,,1683,1,30,full,-60,-30,1
3,179,,1,right,1632,1,30,full,-60,-30,1
3,180,L,1,left,1543,1,,half,,,1
3,181,L,1,left,1531,1,,half,,,1
3,182,,0,,2221,1,30,full,-60,-30,1
3,183,R,0,,5595,1,,half,,,1
3,184,R,1,right,1550,1,,half,,,1
3,185,,0,,4056,1,106,full,-98,8,1
3,186,L,1,right,1873,1,,half,,,1
3,187,L,1,left,1572,1,,half,,,1
3,188,,1,left,1473,1,30,full,-60,-30,1
3,189,,1,right,1474,1,30,full,-60,-30,1
3,190,,1,right,1529,1,30,full,-60,-30,1
3,191,,0,,5718,1,106,full,-98,8,1
3,192,,0,,2051,1,30,full,-60,-30,1
3,193,,0,,1822,1,30,full,-60,-30,1
3,194,,1,left,1731,1,106,full,-98,8,1
3,195,,0,,5379,1,106,full,-98,8,1
3,196,,1,left,1562,1,30,full,-60,-30,1
3,197,,1,left,5709,0,106,full,-98,8,1
3,198,,1,left,7023,0,106,full,-98,8,1
3,199,,0,,1802,1,30,full,-60,-30,1
3,200,,0,,11604,1,106,full,-98,8,1
3,201,L,1,left,1631,1,,half,,,1
3,202,L,0,,6548,1,,half,,,1
3,203,,0,,1712,1,30,full,-60,-30,1
3,204,,0,,1672,1,30,full,-60,-30,1
3,205,,1,right,3817,1,106,full,-98,8,1
3,206,L,0,,4999,1,,half,,,1
3,207,,0,,9487,1,106,full,-98,8,1
3,208,R,1,right,1722,1,,half,,,1
3,209,,1,right,1590,1,30,full,-60,-30,1
3,210,,1,right,2013,1,106,full,-98,8,1
3,211,,1,right,1464,1,30,full,-60,-30,1
3,212,,0,,4971,1,106,full,-98,8,1
3,213,,0,,1762,1,30,full,-60,-30,1
3,214,,0,,1599,1,30,full,-60,-30,1
3,215,R,1,left,4550,1,,half,,,1
3,216,,1,right,10012,0,106,full,-98,8,1
3,217,R,0,,8016,1,,half,,,1
3,218,R,0,,6401,1,,half,,,1
3,219,,1,left,2189,1,106,full,-98,8,1
3,220,L,1,left,1649,1,,half,,,1
3,221,,0,,1722,1,30,full,-60,-30,1
3,222,,1,left,1542,0,30,full,-60,-30,1
3,223,L,0,,8885,1,,half,,,1
3,224,R,0,,6405,1,,half,,,1
3,225,L,1,left,1621,1,,half,,,1
3,226,,0,,1548,1,30,full,-60,-30,1
3,227,,0,,5886,1,106,full,-98,8,1
3,228,,1,left,1562,1,30,full,-60,-30,1
3,229,,1,right,1501,1,30,full,-60,-30,1
3,230,,1,left,1482,1,30,full,-60,-30,1
3,231,R,0,,8415,1,,half,,,1
3,232,R,1,right,1597,1,,half,,,1
3,233,,0,,8427,1,106,full,-98,8,1
3,234,,0,,1724,1,30,full,-60,-30,1
3,235,,0,,1702,1,30,full,-60,-30,1
3,236,L,0,,6467,1,,half,,,1
3,237,,0,,12043,1,106,full,-98,8,1
3,238,,1,left,1633,1,30,full,-60,-30,1
3,239,R,0,,6977,1,,half,,,1
3,240,,0,,8726,1,106,full,-98,8,1
4,1,,1,left,8305,1,106,full,-98,8,1
4,2,,1,left,4548,1,30,full,-60,-30,1
4,3,,0,,5567,1,30,full,-60,-30,1
4,4,,0,,10187,1,106,full,-98,8,1
4,5,,1,left,8196,0,106,full,-98,8,1
4,6,,1,left,3590,1,30,full,-60,-30,1
4,7,R,1,right,5348,0,,half,,,1
4,8,L,0,,8555,1,,half,,,1
4,9,R,1,right,2402,1,,half,,,1
4,10,,1,right,2430,1,30,full,-60,-30,1
4,11,,0,,8676,1,106,full,-98,8,1
4,12,,0,,7156,1,30,full,-60,-30,1
4,13,,0,,7119,1,106,full,-98,8,1
4,14,,0,,7231,1,106,full,-98,8,1
4,15,R,0,,4782,1,,half,,,1
4,16,,1,right,1951,1,30,full,-60,-30,1
4,17,,1,right,1851,1,30,full,-60,-30,1
4,18,,1,left,2231,1,30,full,-60,-30,1
4,19,L,0,,5930,1,,half,,,1
4,20,,1,right,4750,0,106,full,-98,8,1
4,21,R,0,,5829,1,,half,,,1
4,22,R,1,right,2181,1,,half,,,1
4,23,,0,,9476,1,106,full,-98,8,1
4,24,,0,,3541,1,30,full,-60,-30,1
4,25,,1,right,2572,1,30,full,-60,-30,1
4,26,,1,right,1862,1,30,full,-60,-30,1
4,27,,0,,3608,1,106,full,-98,8,1
4,28,,1,right,3186,1,106,full,-98,8,1
4,29,R,0,,6675,1,,half,,,1
4,30,L,0,,5499,1,,half,,,1
4,31,,0,,3291,1,30,full,-60,-30,1
4,32,,0,,2752,1,30,full,-60,-30,1
4,33,R,1,right,2022,1,,half,,,1
4,34,L,1,right,5679,0,,half,,,1
4,35,,1,left,1804,0,30,full,-60,-30,1
4,36,,1,left,1872,1,30,full,-60,-30,1
4,37,,0,,2183,1,30,full,-60,-30,1
4,38,,0,,3700,1,30,full,-60,-30,1
4,39,,1,left,4309,0,106,full,-98,8,1
4,40,,0,,4160,1,30,full,-60,-30,1
4,41,,1,right,2700,1,30,full,-60,-30,1
4,42,,0,,4420,1,30,full,-60,-30,1
4,43,,1,left,2968,1,30,full,-60,-30,1
4,44,L,1,left,1763,1,,half,,,1
4,45,,1,right,1856,1,30,full,-60,-30,1
4,46,,1,right,1762,1,30,full,-60,-30,1
4,47,R,0,,3919,1,,half,,,1
4,48,,0,,5258,1,106,full,-98,8,1
4,49,L,1,right,4389,0,,half,,,1
4,50,L,1,left,1976,1,,half,,,1
4,51,L,0,,5389,1,,half,,,1
4,52,,0,,4365,1,106,full,-98,8,1
4,53,,0,,3769,1,106,full,-98,8,1
4,54,,0,,2031,1,106,full,-98,8,1
4,55,R,0,,3410,1,,half,,,1
4,56,,1,right,1831,1,30,full,-60,-30,1
4,57,,1,right,4955,0,106,full,-98,8,1
4,58,,0,,2678,1,30,full,-60,-30,1
4,59,,0,,3870,1,30,full,-60,-30,1
4,60,,0,,4595,1,106,full,-98,8,1
4,61,,0,,5700,1,106,full,-98,8,1
4,62,,1,right,1802,1,30,full,-60,-30,1
4,63,,1,left,1851,1,30,full,-60,-30,1
4,64,R,0,,5040,1,,half,,,1
4,65,,0,,5369,1,30,full,-60,-30,1
4,66,,1,right,4239,1,106,full,-98,8,1
4,67,R,0,,6537,1,,half,,,1
4,68,,0,,4763,1,106,full,-98,8,1
4,69,,1,right,4050,0,106,full,-98,8,1
4,70,,0,,5998,1,106,full,-98,8,1
4,71,L,1,left,2394,1,,half,,,1
4,72,,0,,10184,1,30,full,-60,-30,1
4,73,,1,right,2077,1,106,full,-98,8,1
4,74,,1,left,1647,1,30,full,-60,-30,1
4,75,,1,left,1642,1,30,full,-60,-30,1
4,76,L,0,,4849,1,,half,,,1
4,77,,0,,2961,1,30,full,-60,-30,1
4,78,,1,right,2031,1,106,full,-98,8,1
4,79,L,1,left,1595,1,,half,,,1
4,80,R,0,,2821,1,,half,,,1
4,81,,0,,3120,1,106,full,-98,8,1
4,82,L,0,,3929,1,,half,,,1
4,83,L,1,left,1733,1,,half,,,1
4,84,R,1,left,2381,0,,half,,,1
4,85,,1,right,4109,1,106,full,-98,8,1
4,86,,1,right,4672,0,106,full,-98,8,1
4,87,,0,,5449,1,106,full,-98,8,1
4,88,,1,right,110,0,30,full,-60,-30,1
4,89,R,0,,5532,1,,half,,,1
4,90,L,1,left,1676,1,,half,,,1
4,91,,1,left,4219,1,106,full,-98,8,1
4,92,,1,right,1693,1,30,full,-60,-30,1
4,93,L,0,,3282,1,,half,,,1
4,94,,1,right,3270,1,106,full,-98,8,1
4,95,,1,right,2691,1,106,full,-98,8,1
4,96,,1,left,3001,1,106,full,-98,8,1
4,97,L,1,right,2931,0,,half,,,1
4,98,L,1,left,1682,1,,half,,,1
4,99,L,0,,4000,1,,half,,,1
4,100,,0,,4669,1,106,full,-98,8,1
4,101,,0,,3221,1,30,full,-60,-30,1
4,102,,0,,4110,1,30,full,-60,-30,1
4,103,,1,right,1698,1,30,full,-60,-30,1
4,104,R,1,right,1742,1,,half,,,1
4,105,,1,left,2182,0,106,full,-98,8,1
4,106,L,0,,2422,1,,half,,,1
4,107,,1,right,2071,1,106,full,-98,8,1
4,108,,0,,4594,1,106,full,-98,8,1
4,109,,0,,4460,1,106,full,-98,8,1
4,110,,1,left,4310,0,106,full,-98,8,1
4,111,,0,,2600,1,106,full,-98,8,1
4,112,,0,,2521,1,30,full,-60,-30,1
4,113,,1,right,1611,1,30,full,-60,-30,1
4,114,R,0,,2909,1,,half,,,1
4,115,,1,right,4270,0,106,full,-98,8,1
4,116,,0,,2122,1,30,full,-60,-30,1
4,117,,1,left,2670,1,30,full,-60,-30,1
4,118,L,1,right,3610,0,,half,,,1
4,119,,0,,2072,1,30,full,-60,-30,1
4,120,R,0,,4450,1,,half,,,1
4,121,,0,,5668,1,106,full,-98,8,1
4,122,L,1,left,1662,1,,half,,,1
4,123,,0,,2930,1,30,full,-60,-30,1
4,124,,1,right,1612,1,30,full,-60,-30,1
4,125,L,0,,2590,1,,half,,,1
4,126,,1,right,1593,1,30,full,-60,-30,1
4,127,,0,,2392,1,106,full,-98,8,1
4,128,,0,,4271,1,106,full,-98,8,1
4,129,L,0,,3152,1,,half,,,1
4,130,R,1,right,1545,1,,half,,,1
4,131,,1,left,1593,1,30,full,-60,-30,1
4,132,R,1,left,1872,0,,half,,,1
4,133,,0,,4249,1,106,full,-98,8,1
4,134,,0,,2472,1,30,full,-60,-30,1
4,135,,0,,2353,1,30,full,-60,-30,1
4,136,,1,left,1672,1,30,full,-60,-30,1
4,137,,0,,2262,1,106,full,-98,8,1
4,138,,1,left,1712,1,106,full,-98,8,1
4,139,,1,right,1685,1,30,full,-60,-30,1
4,140,,1,left,1582,1,30,full,-60,-30,1
4,141,,0,,1842,1,30,full,-60,-30,1
4,142,L,0,,2151,1,,half,,,1
4,143,,0,,2324,1,30,full,-60,-30,1
4,144,,1,right,2542,1,106,full,-98,8,1
4,145,,1,left,2711,0,106,full,-98,8,1
4,146,R,0,,3060,1,,half,,,1
4,147,,0,,4240,1,106,full,-98,8,1
4,148,,0,,2143,1,30,full,-60,-30,1
4,149,,0,,2671,1,106,full,-98,8,1
4,150,,0,,2531,1,30,full,-60,-30,1
4,151,,0,,3690,1,106,full,-98,8,1
4,152,L,0,,3660,1,,half,,,1
4,153,,1,right,1637,1,30,full,-60,-30,1
4,154,L,0,,2142,1,,half,,,1
4,155,L,1,right,3521,0,,half,,,1
4,156,,1,left,1592,1,30,full,-60,-30,1
4,157,,0,,2811,1,30,full,-60,-30,1
4,158,,0,,4538,1,106,full,-98,8,1
4,159,,1,left,1988,1,30,full,-60,-30,1
4,160,R,1,left,2237,1,,half,,,1
4,161,,1,left,1556,1,30,full,-60,-30,1
4,162,R,1,right,1762,1,,half,,,1
4,163,,1,right,2550,1,106,full,-98,8,1
4,164,R,1,right,1542,1,,half,,,1
4,165,,1,left,2673,1,106,full,-98,8,1
4,166,,1,left,2771,1,106,full,-98,8,1
4,167,,0,,3830,1,30,full,-60,-30,1
4,168,R,0,,3640,1,,half,,,1
4,169,,1,left,3091,1,106,full,-98,8,1
4,170,L,1,left,1751,1,,half,,,1
4,171,,0,,2242,1,30,full,-60,-30,1
4,172,L,0,,2783,1,,half,,,1
4,173,,0,,1843,1,30,full,-60,-30,1
4,174,,0,,2035,1,30,full,-60,-30,1
4,175,,0,,1721,1,30,full,-60,-30,1
4,176,,0,,1712,1,30,full,-60,-30,1
4,177,R,0,,3360,1,,half,,,1
4,178,,1,right,1702,0,106,full,-98,8,1
4,179,,1,left,1922,1,106,full,-98,8,1
4,180,,0,,2477,1,30,full,-60,-30,1
4,181,R,1,left,2651,0,,half,,,1
4,182,,0,,2541,1,106,full,-98,8,1
4,183,,0,,2210,0,30,full,-60,-30,1
4,184,L,1,left,1710,1,,half,,,1
4,185,R,0,,2236,1,,half,,,1
4,186,,1,right,3121,1,106,full,-98,8,1
4,187,,1,left,1582,1,30,full,-60,-30,1
4,188,,0,,1919,1,106,full,-98,8,1
4,189,R,1,right,1941,1,,half,,,1
4,190,,0,,3690,1,106,full,-98,8,1
4,191,,1,left,2830,1,106,full,-98,8,1
4,192,L,0,,2096,1,,half,,,1
4,193,L,1,left,1573,1,,half,,,1
4,194,L,1,right,2939,1,,half,,,1
4,195,,1,left,1739,1,106,full,-98,8,1
4,196,,0,,2991,1,30,full,-60,-30,1
4,197,L,1,left,1603,1,,half,,,1
4,198,,1,left,1591,1,30,full,-60,-30,1
4,199,R,1,right,1592,1,,half,,,1
4,200,,1,right,1962,0,106,full,-98,8,1
4,201,,0,,3251,1,106,full,-98,8,1
4,202,R,0,,2481,1,,half,,,1
4,203,R,1,right,1681,1,,half,,,1
4,204,R,1,left,1823,0,,half,,,1
4,205,,0,,2682,1,106,full,-98,8,1
4,206,,0,,1892,1,30,full,-60,-30,1
4,207,,1,right,1602,1,30,full,-60,-30,1
4,208,,1,right,3035,0,106,full,-98,8,1
4,209,L,0,,1905,1,,half,,,1
4,210,R,0,,3347,1,,half,,,1
4,211,L,1,left,2341,1,,half,,,1
4,212,,0,,1862,1,106,full,-98,8,1
4,213,,0,,3970,1,106,full,-98,8,1
4,214,R,1,left,2850,0,,half,,,1
4,215,,1,left,2579,0,106,full,-98,8,1
4,216,L,0,,2765,1,,half,,,1
4,217,L,1,right,4379,0,,half,,,1
4,218,,0,,3560,1,30,full,-60,-30,1
4,219,,1,left,1621,1,30,full,-60,-30,1
4,220,,1,left,5285,0,106,full,-98,8,1
4,221,,0,,2382,1,106,full,-98,8,1
4,222,,0,,3561,1,30,full,-60,-30,1
4,223,L,1,left,1701,1,,half,,,1
4,224,,1,right,1903,1,106,full,-98,8,1
4,225,R,0,,3817,1,,half,,,1
4,226,R,0,,3741,1,,half,,,1
4,227,L,1,right,1812,1,,half,,,1
4,228,,0,,3150,1,30,full,-60,-30,1
4,229,,1,left,4330,0,106,full,-98,8,1
4,230,,0,,5251,1,106,full,-98,8,1
4,231,,0,,3999,1,106,full,-98,8,1
4,232,L,1,right,3381,0,,half,,,1
4,233,,0,,4509,0,106,full,-98,8,1
4,234,,1,right,1731,1,30,full,-60,-30,1
4,235,,1,left,2322,1,106,full,-98,8,1
4,236,,1,left,2354,1,106,full,-98,8,1
4,237,L,0,,4141,1,,half,,,1
4,238,L,0,,3510,1,,half,,,1
4,239,,1,left,1493,1,30,full,-60,-30,1
4,240,L,0,,3959,1,,half,,,1
5,1,R,1,right,12533,1,,half,,,1
5,2,,0,,32314,1,106,full,-98,8,1
5,3,,0,,6523,1,30,full,-60,-30,1
5,4,L,0,,5923,1,,half,,,1
5,5,,1,left,5103,1,30,full,-60,-30,1
5,6,,0,,4719,1,30,full,-60,-30,1
5,7,L,1,left,2330,1,,half,,,1
5,8,,0,,7886,1,106,full,-98,8,1
5,9,,0,,4568,1,30,full,-60,-30,1
5,10,,1,right,3949,0,106,full,-98,8,1
5,11,,1,right,2739,1,30,full,-60,-30,1
5,12,,0,,4665,1,106,full,-98,8,1
5,13,,0,,4519,1,30,full,-60,-30,1
5,14,R,0,,4509,1,,half,,,1
5,15,,0,,6417,1,106,full,-98,8,1
5,16,,0,,7116,0,106,full,-98,8,1
5,17,R,0,,11233,1,,half,,,1
5,18,,1,left,2361,1,30,full,-60,-30,1
5,19,,0,,6067,1,106,full,-98,8,1
5,20,L,1,right,7067,0,,half,,,1
5,21,L,1,left,2749,1,,half,,,1
5,22,,1,right,8923,0,106,full,-98,8,1
5,23,,1,right,2061,1,30,full,-60,-30,1
5,24,,0,,4460,1,30,full,-60,-30,1
5,25,,0,,4969,1,106,full,-98,8,1
5,26,,1,left,6106,0,106,full,-98,8,1
5,27,,0,,7846,1,30,full,-60,-30,1
5,28,,1,left,6797,1,106,full,-98,8,1
5,29,L,0,,7976,1,,half,,,1
5,30,,1,left,2018,0,30,full,-60,-30,1
5,31,L,1,left,2581,1,,half,,,1
5,32,L,0,,5689,0,,half,,,1
5,33,,0,,9411,1,106,full,-98,8,1
5,34,R,1,left,6506,0,,half,,,1
5,35,,0,,9704,1,30,full,-60,-30,1
5,36,L,0,,3431,0,,half,,,1
5,37,L,1,left,2515,1,,half,,,1
5,38,,1,left,2610,1,30,full,-60,-30,1
5,39,,1,right,2232,1,30,full,-60,-30,1
5,40,R,0,,2620,0,,half,,,1
5,41,,1,right,1851,1,30,full,-60,-30,1
5,42,,1,right,8114,0,106,full,-98,8,1
5,43,,0,,8965,1,30,full,-60,-30,1
5,44,,1,right,3017,0,106,full,-98,8,1
5,45,R,1,right,2099,1,,half,,,1
5,46,,0,,7786,1,106,full,-98,8,1
5,47,R,1,right,2432,1,,half,,,1
5,48,,0,,6858,1,106,full,-98,8,1
5,49,L,1,right,2493,1,,half,,,1
5,50,,1,left,11573,0,106,full,-98,8,1
5,51,,1,right,7315,0,106,full,-98,8,1
5,52,L,1,left,7816,0,,half,,,1
5,53,,0,,6796,1,30,full,-60,-30,1
5,54,,1,left,7715,0,106,full,-98,8,1
5,55,R,0,,9472,0,,half,,,1
5,56,,0,,7627,1,30,full,-60,-30,1
5,57,,0,,8336,1,106,full,-98,8,1
5,58,,1,left,7966,0,106,full,-98,8,1
5,59,,1,right,2322,1,106,full,-98,8,1
5,60,,0,,7644,1,106,full,-98,8,1
5,61,,1,left,823,0,106,full,-98,8,1
5,62,,1,left,1970,0,30,full,-60,-30,1
5,63,L,1,left,2080,1,,half,,,1
5,64,,0,,6098,1,106,full,-98,8,1
5,65,,1,left,5346,0,106,full,-98,8,1
5,66,,1,right,2019,1,106,full,-98,8,1
5,67,R,1,right,2141,1,,half,,,1
5,68,R,1,left,2990,1,,half,,,1
5,69,R,1,right,1721,1,,half,,,1
5,70,,1,left,2436,1,106,full,-98,8,1
5,71,,1,left,1772,1,30,full,-60,-30,1
5,72,,1,right,2162,1,106,full,-98,8,1
5,73,,1,right,2022,1,30,full,-60,-30,1
5,74,,0,,5030,1,106,full,-98,8,1
5,75,,0,,5907,1,106,full,-98,8,1
5,76,,0,,4879,1,30,full,-60,-30,1
5,77,,1,right,2146,0,30,full,-60,-30,1
5,78,R,1,right,1865,1,,half,,,1
5,79,,0,,3802,1,30,full,-60,-30,1
5,80,L,1,left,2111,1,,half,,,1
5,81,,0,,4139,1,30,full,-60,-30,1
5,82,R,0,,5806,1,,half,,,1
5,83,,1,right,4449,0,106,full,-98,8,1
5,84,R,1,right,2951,1,,half,,,1
5,85,,0,,8565,1,106,full,-98,8,1
5,86,R,0,,5299,1,,half,,,1
5,87,L,0,,4149,1,,half,,,1
5,88,L,0,,5569,1,,half,,,1
5,89,L,0,,6047,1,,half,,,1
5,90,L,0,,5545,1,,half,,,1
5,91,,1,right,2002,1,30,full,-60,-30,1
5,92,,1,right,1891,1,30,full,-60,-30,1
5,93,,1,left,1740,1,30,full,-60,-30,1
5,94,,1,right,2251,1,106,full,-98,8,1
5,95,,0,,4279,1,106,full,-98,8,1
5,96,L,0,,4279,1,,half,,,1
5,97,,0,,3303,1,30,full,-60,-30,1
5,98,R,0,,3308,1,,half,,,1
5,99,R,1,right,2631,1,,half,,,1
5,100,,1,left,894,0,30,full,-60,-30,1
5,101,,1,left,3665,1,106,full,-98,8,1
5,102,,0,,5640,1,30,full,-60,-30,1
5,103,,0,,2874,1,30,full,-60,-30,1
5,104,,0,,4057,1,30,full,-60,-30,1
5,105,L,1,left,3001,1,,half,,,1
5,106,,1,right,1831,1,30,full,-60,-30,1
5,107,R,0,,4888,1,,half,,,1
5,108,,0,,10473,1,106,full,-98,8,1
5,109,,1,right,2082,1,106,full,-98,8,1
5,110,,0,,4181,1,106,full,-98,8,1
5,111,,0,,3921,0,30,full,-60,-30,1
5,112,L,0,,5713,1,,half,,,1
5,113,R,1,left,6048,0,,half,,,1
5,114,R,0,,7315,1,,half,,,1
5,115,,1,right,1920,1,30,full,-60,-30,1
5,116,,0,,4450,1,106,full,-98,8,1
5,117,,1,left,551,0,30,full,-60,-30,1
5,118,,0,,4208,1,106,full,-98,8,1
5,119,,1,left,4499,0,106,full,-98,8,1
5,120,R,1,left,3280,1,,half,,,1
5,121,,1,left,1810,1,30,full,-60,-30,1
5,122,,0,,5634,1,106,full,-98,8,1
5,123,L,1,right,1871,1,,half,,,1
5,124,,0,,5199,1,106,full,-98,8,1
5,125,,0,,4819,1,30,full,-60,-30,1
5,126,,0,,4227,1,30,full,-60,-30,1
5,127,,0,,4230,1,30,full,-60,-30,1
5,128,,0,,5099,1,106,full,-98,8,1
5,129,,1,right,2240,1,106,full,-98,8,1
5,130,L,0,,6497,1,,half,,,1
5,131,,1,left,5018,0,106,full,-98,8,1
5,132,,1,left,8656,0,106,full,-98,8,1
5,133,,0,,10145,1,30,full,-60,-30,1
5,134,L,1,right,5697,0,,half,,,1
5,135,,0,,8386,1,30,full,-60,-30,1
5,136,,1,right,4643,0,106,full,-98,8,1
5,137,R,1,left,8765,0,,half,,,1
5,138,L,1,left,1922,1,,half,,,1
5,139,,0,,4117,1,30,full,-60,-30,1
5,140,,0,,7296,1,106,full,-98,8,1
5,141,,1,left,6466,0,106,full,-98,8,1
5,142,L,1,right,2079,1,,half,,,1
5,143,,0,,5158,1,30,full,-60,-30,1
5,144,,1,right,5532,0,106,full,-98,8,1
5,145,,1,left,1992,1,30,full,-60,-30,1
5,146,,1,left,2879,1,30,full,-60,-30,1
5,147,,0,,3629,1,30,full,-60,-30,1
5,148,L,0,,4518,1,,half,,,1
5,149,R,0,,4959,1,,half,,,1
5,150,,0,,3849,1,30,full,-60,-30,1
5,151,L,1,right,4909,0,,half,,,1
5,152,,1,left,2130,1,106,full,-98,8,1
5,153,R,0,,3739,1,,half,,,1
5,154,,1,right,5118,0,106,full,-98,8,1
5,155,,0,,7865,1,106,full,-98,8,1
5,156,,0,,4309,1,106,full,-98,8,1
5,157,,1,right,2290,1,30,full,-60,-30,1
5,158,,1,right,1790,1,30,full,-60,-30,1
5,159,,1,left,1852,1,30,full,-60,-30,1
5,160,L,0,,8045,1,,half,,,1
5,161,L,0,,5126,1,,half,,,1
5,162,R,0,,4625,0,,half,,,1
5,163,,1,right,3399,1,106,full,-98,8,1
5,164,,0,,7066,1,106,full,-98,8,1
5,165,,0,,4189,1,30,full,-60,-30,1
5,166,L,1,left,1730,1,,half,,,1
5,167,,0,,2979,1,30,full,-60,-30,1
5,168,,1,right,1859,1,30,full,-60,-30,1
5,169,,1,right,1681,1,30,full,-60,-30,1
5,170,,0,,4788,1,106,full,-98,8,1
5,171,,0,,3305,1,30,full,-60,-30,1
5,172,,0,,4928,1,106,full,-98,8,1
5,173,L,1,right,2448,1,,half,,,1
5,174,L,0,,5898,1,,half,,,1
5,175,R,0,,4409,1,,half,,,1
5,176,R,0,,4511,1,,half,,,1
5,177,,1,right,2030,1,30,full,-60,-30,1
5,178,,1,left,5389,0,106,full,-98,8,1
5,179,R,0,,4668,1,,half,,,1
5,180,,1,left,1839,1,30,full,-60,-30,1
5,181,,0,,4038,1,106,full,-98,8,1
5,182,,1,left,1811,1,30,full,-60,-30,1
5,183,L,0,,3079,1,,half,,,1
5,184,R,0,,4059,1,,half,,,1
5,185,,0,,2428,1,30,full,-60,-30,1
5,186,,1,left,1731,1,30,full,-60,-30,1
5,187,,0,,5918,1,106,full,-98,8,1
5,188,,0,,4129,1,106,full,-98,8,1
5,189,,1,right,1781,1,30,full,-60,-30,1
5,190,R,0,,2870,1,,half,,,1
5,191,R,0,,5089,1,,half,,,1
5,192,L,1,left,1732,1,,half,,,1
5,193,,0,,2332,1,30,full,-60,-30,1
5,194,,1,left,1732,1,30,full,-60,-30,1
5,195,R,1,right,1748,1,,half,,,1
5,196,,1,right,1662,1,30,full,-60,-30,1
5,197,,1,left,1752,1,30,full,-60,-30,1
5,198,,0,,2681,1,106,full,-98,8,1
5,199,,1,left,3509,0,106,full,-98,8,1
5,200,R,1,right,1688,1,,half,,,1
5,201,L,0,,5918,1,,half,,,1
5,202,L,0,,2872,1,,half,,,1
5,203,,1,left,2547,1,106,full,-98,8,1
5,204,L,1,left,2450,1,,half,,,1
5,205,,0,,2581,1,30,full,-60,-30,1
5,206,,1,left,1751,1,30,full,-60,-30,1
5,207,,0,,3211,1,106,full,-98,8,1
5,208,,0,,4200,1,106,full,-98,8,1
5,209,R,1,left,4790,0,,half,,,1
5,210,L,0,,4838,1,,half,,,1
