manip subject session order mm tm trialType iti fixDur stimDur nBlock nTrial alpha present targType nItems resp acc rt confidence estNItems estTime confidenceRT estNItemsRT estTimeRT RecRT Erreur REC Rec2Type RecRT2 Rec2 couleur
vs12 amelie 4 4 09Nov2011 1040 mixed 500 568 8000 3 10 3.19598072625 False X 8 a 1 1334 None None None None None None None None None A 1234 0 Rouge
vs12 amelie 4 4 09Nov2011 1040 mixed 500 688 8000 3 11 2.78862508076 True X 16 a 1 618 None None None None None None None None None A 1280 0 Rouge
vs12 amelie 4 4 09Nov2011 1040 mixed 500 625 8000 3 12 1.99229028371 True X 16 a 1 652 None None None None None None None None None A 1250 0 Rouge
vs12 amelie 4 4 09Nov2011 1040 mixed 500 553 8000 3 13 4.87803799128 True X 4 a 1 684 None None None None None None None None None A 867 0 Rouge
vs12 amelie 4 4 09Nov2011 1040 mixed 500 657 8000 3 14 3.73799766913 True X 16 z 1 668 None None None None None None None None None A 1513 0 Vert
vs12 amelie 4 4 09Nov2011 1041 mixed 500 424 8000 3 15 6.18910294699 True L 16 a 1 3319 None None None None None None None None None A 2050 3 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 458 8000 3 16 1.63581923991 False L 16 z 1 1199 None None None None None None None None None A 1018 3 Vert
vs12 amelie 4 4 09Nov2011 1041 mixed 500 631 8000 3 17 1.27537018168 True L 16 a 1 2419 None None None None None None None None None A 1366 3 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 698 8000 3 18 3.22997863313 False L 16 a 1 2461 None None None None None None None None None A 2218 2 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 431 8000 3 19 4.59546280467 True L 8 a 1 1218 None None None None None None None None None A 1368 3 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 667 8000 3 20 3.2063457871 False L 4 z 1 1348 None None None None None None None None None A 1633 2 Vert
vs12 amelie 4 4 09Nov2011 1041 mixed 500 581 8000 3 21 2.15415861608 True X 4 a 1 884 None None None None None None None None None A 1433 0 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 479 8000 3 22 3.42938967141 False X 4 a 1 550 None None None None None None None None None A 1060 0 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 458 8000 3 23 0.605158019629 False X 16 z 1 686 None None None None None None None None None A 1432 0 Vert
vs12 amelie 4 4 09Nov2011 1041 mixed 500 539 8000 3 24 4.14730651465 True X 8 a 1 584 None None None None None None None None None A 1467 0 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 408 8000 3 25 3.94597323186 True X 8 z 1 551 None None None None None None None None None A 1598 0 Vert
vs12 amelie 4 4 09Nov2011 1041 mixed 500 558 8000 3 26 4.47720343508 False L 8 a 1 1218 None None None None None None None None None A 1451 1 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 498 8000 3 27 5.99344325826 True L 16 a 1 2918 None None None None None None None None None B 1460 4 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 620 8000 3 28 1.97931522891 False L 4 z 1 733 None None None None None None None None None A 1949 0 Vert
vs12 amelie 4 4 09Nov2011 1041 mixed 500 691 8000 3 29 6.09195028025 True L 8 a 1 1118 None None None None None None None None None A 1734 2 Rouge
vs12 amelie 4 4 09Nov2011 1041 mixed 500 489 8000 3 30 5.51900485647 False L 8 a 1 1217 None None None None None None None None None A 1283 1 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 627 8000 3 31 1.01141145805 True X 16 a 1 2702 None None None None None None None None None A 1050 3 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 402 8000 3 32 1.01523662584 False X 8 z 1 900 None None None None None None None None None A 1316 0 Vert
vs12 amelie 4 4 09Nov2011 1042 mixed 500 627 8000 3 33 0.960276113366 True L 4 a 1 1733 None None None None None None None None None B 1649 4 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 613 8000 3 34 3.91803642209 True L 8 a 1 1697 None None None None None None None None None B 1784 4 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 699 8000 3 35 3.88539256412 True L 8 a 1 2135 None None None None None None None None None A 934 3 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 590 8000 3 36 4.58502093529 True L 16 z 1 3299 None None None None None None None None None D 1600 9 Vert
vs12 amelie 4 4 09Nov2011 1042 mixed 500 660 8000 3 37 2.25788155745 True X 4 z 1 1183 None None None None None None None None None A 1300 0 Vert
vs12 amelie 4 4 09Nov2011 1042 mixed 500 466 8000 3 38 4.83804644943 True X 8 z 1 634 None None None None None None None None None A 1449 0 Vert
vs12 amelie 4 4 09Nov2011 1042 mixed 500 582 8000 3 39 3.47311480624 True X 8 z 1 719 None None None None None None None None None A 1798 0 Vert
vs12 amelie 4 4 09Nov2011 1042 mixed 500 448 8000 3 40 2.23242439393 True L 8 a 1 2647 None None None None None None None None None A 851 2 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 553 8000 3 41 3.94744126793 False X 16 z 1 886 None None None None None None None None None A 1233 0 Vert
vs12 amelie 4 4 09Nov2011 1042 mixed 500 454 8000 3 42 0.731645758842 False L 4 a 1 1317 None None None None None None None None None A 1764 2 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 401 8000 3 43 3.68585920349 True L 4 z 1 1233 None None None None None None None None None A 1433 0 Vert
vs12 amelie 4 4 09Nov2011 1042 mixed 500 693 8000 3 44 0.630126175625 False X 8 a 1 834 None None None None None None None None None A 1217 0 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 593 8000 3 45 4.24735529054 True X 8 a 1 617 None None None None None None None None None A 1048 0 Rouge
vs12 amelie 4 4 09Nov2011 1042 mixed 500 514 8000 3 46 2.44521583717 False X 4 z 1 601 None None None None None None None None None A 1417 0 Vert
vs12 amelie 4 4 09Nov2011 1043 mixed 500 528 8000 3 47 3.71837469217 True L 16 a 1 7012 None None None None None None None None None D 1300 8 Rouge
vs12 amelie 4 4 09Nov2011 1043 mixed 500 470 8000 3 48 2.43134928361 False L 8 z 1 1984 None None None None None None None None None A 982 3 Vert
vs12 amelie 4 4 09Nov2011 1043 mixed 500 469 8000 3 49 6.22688287112 False L 4 a 1 1051 None None None None None None None None None A 1167 0 Rouge
vs12 amelie 4 4 09Nov2011 1043 mixed 500 444 8000 3 50 1.88038443632 True X 4 a 1 801 None None None None None None None None None A 1199 0 Rouge
vs12 amelie 4 4 09Nov2011 1043 mixed 500 599 8000 3 51 1.92727071634 False X 4 z 1 634 None None None None None None None None None A 1279 0 Vert
vs12 amelie 4 4 09Nov2011 1043 mixed 500 647 8000 3 52 2.83896977998 True L 4 a 1 1101 None None None None None None None None None A 1466 1 Rouge
vs12 amelie 4 4 09Nov2011 1043 mixed 500 418 8000 3 53 4.08521051034 False X 4 z 1 851 None None None None None None None None None A 1617 0 Vert
vs12 amelie 4 4 09Nov2011 1043 mixed 500 696 8000 3 54 5.07688522064 False L 16 a 1 2650 None None None None None None None None None A 1033 3 Rouge
vs12 amelie 4 4 09Nov2011 1043 mixed 500 576 8000 3 55 6.1655071617 True X 16 z 1 1085 None None None None None None None None None A 1233 0 Vert
vs12 amelie 4 4 09Nov2011 1043 mixed 500 607 8000 3 56 2.44760173392 False X 8 z 1 651 None None None None None None None None None A 1914 0 Vert
vs12 amelie 4 4 09Nov2011 1043 mixed 500 460 8000 3 57 2.33306736809 False X 16 z 1 819 None None None None None None None None None A 1366 0 Vert
vs12 amelie 4 4 09Nov2011 1043 mixed 500 633 8000 3 58 2.55748526126 True X 4 a 1 550 None None None None None None None None None A 1200 0 Rouge
vs12 amelie 4 4 09Nov2011 1043 mixed 500 674 8000 3 59 3.29983220984 False L 8 a 1 3567 None None None None None None None None None C 750 6 Rouge
vs12 amelie 4 4 09Nov2011 1043 mixed 500 482 8000 3 60 0.497359838393 False X 8 z 0 768 None None None None None None None None None A 1934 0 Rouge
vs12 amelie 4 4 09Nov2011 1044 mixed 500 645 8000 4 1 0.338547879204 False L 4 z 1 1831 None None None None None None None None None A 1483 0 Vert
vs12 amelie 4 4 09Nov2011 1044 mixed 500 478 8000 4 2 4.06850345184 False X 16 z 1 985 None None None None None None None None None A 4028 0 Vert
vs12 amelie 4 4 09Nov2011 1044 mixed 500 405 8000 4 3 3.12952398405 True X 8 z 1 600 None None None None None None None None None A 949 0 Vert
vs12 amelie 4 4 09Nov2011 1044 mixed 500 556 8000 4 4 2.19471201225 False L 8 a 1 1318 None None None None None None None None None A 1034 2 Rouge
vs12 amelie 4 4 09Nov2011 1044 mixed 500 590 8000 4 5 4.1118102704 True X 4 a 1 1068 None None None None None None None None None A 1214 0 Rouge
vs12 amelie 4 4 09Nov2011 1044 mixed 500 502 8000 4 6 0.0109320114895 False X 4 a 1 651 None None None None None None None None None A 1217 0 Rouge
vs12 amelie 4 4 09Nov2011 1044 mixed 500 637 8000 4 7 0.580143637389 False L 16 z 1 3451 None None None None None None None None None B 1214 4 Vert
vs12 amelie 4 4 09Nov2011 1044 mixed 500 605 8000 4 8 2.88130728676 False L 4 z 1 801 None None None None None None None None None A 1301 0 Vert
vs12 amelie 4 4 09Nov2011 1044 mixed 500 507 8000 4 9 3.17049036193 False X 16 z 1 719 None None None None None None None None None A 1399 0 Vert
vs12 amelie 4 4 09Nov2011 1044 mixed 500 662 8000 4 10 2.66031078264 False L 16 z 1 2514 None None None None None None None None None A 1183 3 Vert
vs12 amelie 4 4 09Nov2011 1044 mixed 500 611 8000 4 11 5.33421084273 False X 16 z 1 802 None None None None None None None None None A 1384 0 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 572 8000 4 12 1.45846336653 True L 8 z 1 1582 None None None None None None None None None A 1167 0 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 638 8000 4 13 2.76898909874 False L 8 a 1 1317 None None None None None None None None None A 1149 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 534 8000 4 14 4.17868134615 True X 4 a 1 834 None None None None None None None None None A 1033 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 515 8000 4 15 6.2827544283 False X 16 z 1 796 None None None None None None None None None A 1266 0 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 468 8000 4 16 2.36914732878 True L 16 z 1 1535 None None None None None None None None None A 1633 2 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 536 8000 4 17 5.29386966089 True L 8 a 1 1351 None None None None None None None None None A 1464 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 670 8000 4 18 0.451168229885 False L 16 a 1 1052 None None None None None None None None None A 1166 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 616 8000 4 19 4.77427592865 False X 4 z 0 902 None None None None None None None None None A 1567 2 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 620 8000 4 20 0.423779404706 False L 8 z 1 2567 None None None None None None None None None A 2017 3 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 682 8000 4 21 5.77301432365 False X 4 a 1 667 None None None None None None None None None A 1250 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 502 8000 4 22 6.11577821357 True X 16 a 1 836 None None None None None None None None None A 1566 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 657 8000 4 23 5.33443709336 True L 4 z 1 1683 None None None None None None None None None A 1000 3 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 644 8000 4 24 0.844991691681 True X 8 a 1 784 None None None None None None None None None A 1394 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 447 8000 4 25 1.16092264594 False X 8 a 1 518 None None None None None None None None None A 1317 0 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 613 8000 4 26 1.55480379287 False L 4 a 1 1234 None None None None None None None None None A 1483 3 Rouge
vs12 amelie 4 4 09Nov2011 1045 mixed 500 535 8000 4 27 4.69827226367 False L 16 z 1 3015 None None None None None None None None None B 1716 4 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 546 8000 4 28 0.313402190027 False X 4 z 1 683 None None None None None None None None None A 1001 0 Vert
vs12 amelie 4 4 09Nov2011 1045 mixed 500 564 8000 4 29 3.55847094351 True L 8 a 1 1346 None None None None None None None None None A 933 2 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 424 8000 4 30 0.501288665281 True X 4 z 1 633 None None None None None None None None None A 1233 0 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 544 8000 4 31 1.49917074729 True L 4 a 1 1917 None None None None None None None None None A 1431 2 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 502 8000 4 32 5.0210016655 False L 8 a 1 1400 None None None None None None None None None B 1449 4 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 556 8000 4 33 0.693055077122 True L 16 a 1 1136 None None None None None None None None None A 1034 2 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 596 8000 4 34 4.91410113625 True X 8 a 1 847 None None None None None None None None None A 1433 0 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 503 8000 4 35 0.74208604836 False L 4 a 1 1634 None None None None None None None None None A 983 3 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 487 8000 4 36 5.65773217501 True X 16 z 1 1002 None None None None None None None None None A 1448 0 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 638 8000 4 37 0.910962804993 True X 16 z 1 635 None None None None None None None None None A 1250 0 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 627 8000 4 38 1.96525085751 True L 4 z 1 1367 None None None None None None None None None A 967 3 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 583 8000 4 39 4.49196283411 True L 16 a 1 5599 None None None None None None None None None D 1283 9 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 492 8000 4 40 3.82971522367 False X 8 a 1 918 None None None None None None None None None A 1712 0 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 689 8000 4 41 0.123464964229 True X 8 z 1 752 None None None None None None None None None A 1766 0 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 639 8000 4 42 3.9604791506 True X 4 z 1 968 None None None None None None None None None A 2881 0 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 516 8000 4 43 0.113837675854 True L 8 z 1 1685 None None None None None None None None None B 1550 4 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 646 8000 4 44 3.30225843067 True L 4 z 1 1084 None None None None None None None None None A 898 3 Vert
vs12 amelie 4 4 09Nov2011 1046 mixed 500 660 8000 4 45 5.57842904282 False L 16 a 1 2769 None None None None None None None None None B 1000 4 Rouge
vs12 amelie 4 4 09Nov2011 1046 mixed 500 465 8000 4 46 4.89388762231 False L 8 z 1 1168 None None None None None None None None None A 917 2 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 572 8000 4 47 2.31451205648 False L 4 a 1 830 None None None None None None None None None A 1833 0 Rouge
vs12 amelie 4 4 09Nov2011 1047 mixed 500 401 8000 4 48 4.13830131582 True L 4 z 1 1600 None None None None None None None None None B 850 4 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 670 8000 4 49 1.66504409772 False X 4 a 1 783 None None None None None None None None None A 1079 0 Rouge
vs12 amelie 4 4 09Nov2011 1047 mixed 500 607 8000 4 50 2.44546686566 True L 16 z 1 3602 None None None None None None None None None C 1166 6 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 440 8000 4 51 3.00709826679 True X 16 z 1 785 None None None None None None None None None A 1096 0 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 669 8000 4 52 2.42412535126 True X 16 z 1 685 None None None None None None None None None A 1816 0 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 457 8000 4 53 0.680707401899 False X 8 a 1 518 None None None None None None None None None A 1099 0 Rouge
vs12 amelie 4 4 09Nov2011 1047 mixed 500 512 8000 4 54 4.46094290525 False X 8 a 1 634 None None None None None None None None None A 1365 0 Rouge
vs12 amelie 4 4 09Nov2011 1047 mixed 500 689 8000 4 55 4.63773710492 False X 8 a 1 667 None None None None None None None None None A 1167 0 Rouge
vs12 amelie 4 4 09Nov2011 1047 mixed 500 692 8000 4 56 2.18036330986 False X 16 z 1 768 None None None None None None None None None A 1166 0 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 663 8000 4 57 3.61268179131 True L 16 a 0 3581 None None None None None None None None None A 1851 3 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 610 8000 4 58 4.19710801668 True L 8 z 1 2417 None None None None None None None None None A 1163 2 Vert
vs12 amelie 4 4 09Nov2011 1047 mixed 500 688 8000 4 59 0.273738931679 True X 8 a 1 952 None None None None None None None None None A 1551 0 Rouge
vs12 amelie 4 4 09Nov2011 1047 mixed 500 419 8000 4 60 1.37207114329 True X 4 z 1 617 None None None None None None None None None A 1300 0 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 432 8000 5 1 1.54569399835 True L 16 a 1 1635 None None None None None None None None None A 1846 0 Rouge
vs12 amelie 4 4 09Nov2011 1048 mixed 500 588 8000 5 2 2.34607553333 False X 8 z 1 668 None None None None None None None None None A 1916 0 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 677 8000 5 3 0.25124396474 True X 8 z 1 551 None None None None None None None None None A 1384 0 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 539 8000 5 4 4.24324533208 False X 8 a 1 548 None None None None None None None None None A 983 0 Rouge
vs12 amelie 4 4 09Nov2011 1048 mixed 500 621 8000 5 5 0.0902988661248 True L 16 z 1 3618 None None None None None None None None None C 1416 6 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 567 8000 5 6 2.30224771388 True X 4 z 1 929 None None None None None None None None None A 1666 0 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 579 8000 5 7 2.21482723969 True L 4 a 1 1801 None None None None None None None None None D 1200 9 Rouge
vs12 amelie 4 4 09Nov2011 1048 mixed 500 462 8000 5 8 3.12747311654 False L 16 z 1 2799 None None None None None None None None None B 1483 4 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 634 8000 5 9 1.92215763027 False X 16 z 1 685 None None None None None None None None None A 1632 0 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 571 8000 5 10 0.782067012415 False L 8 a 1 2265 None None None None None None None None None B 1017 5 Rouge
vs12 amelie 4 4 09Nov2011 1048 mixed 500 626 8000 5 11 4.33379090614 True L 16 a 1 2335 None None None None None None None None None B 916 4 Rouge
vs12 amelie 4 4 09Nov2011 1048 mixed 500 665 8000 5 12 0.688131568834 True L 8 a 1 2297 None None None None None None None None None B 2117 4 Rouge
vs12 amelie 4 4 09Nov2011 1048 mixed 500 415 8000 5 13 0.0310370594833 True L 4 z 1 867 None None None None None None None None None A 1250 0 Vert
vs12 amelie 4 4 09Nov2011 1048 mixed 500 470 8000 5 14 5.18935058974 True L 8 a 1 1366 None None None None None None None None None A 2201 2 Rouge
vs12 amelie 4 4 09Nov2011 1049 mixed 500 453 8000 5 15 4.12078341049 True L 8 z 1 1734 None None None None None None None None None A 1333 0 Vert
