manip;subject;session;order;mm;tm;trialType;iti;fixDur;stimDur;nBlock;nTrial;alpha;present;targType;nItems;resp;acc;rt;confidence;estNItems;estTime;confidenceRT;estNItemsRT;estTimeRT;RecRT;Erreur;PostTest;Rec2Type;RecRT2;Rec2;couleur;Prime;CordCible;CordPrime;Yes/No;AV/AP;Diff;PostTest;DiffTime;RECORDING_SESSION_LABEL;AVERAGE_FIXATION_DURATION;AVERAGE_SACCADE_AMPLITUDE;BUTTON_PRESS_COUNT;DURATION;FIXATION_COUNT;SACCADE_COUNT
vs12;hugo;4;2;17-janv-13;1528;mixed;500;400;2000;6;2;0.633396508933;False;X;16;z;1;407;None;None;None;None;None;None;None;None;None;A;1000;0;Vert;0;9;0;0;None;None;0;575;HUGO;215.67;3.35;2;712;3;2
vs12;hugo;4;2;17-janv-13;1528;mixed;500;400;2000;6;3;4.0999236085;True;X;4;z;1;381;None;None;None;None;None;None;None;None;None;A;963;1;Vert;0;3;0;0;None;None;0;427;HUGO;234.5;5.2;2;564;2;2
vs12;hugo;4;2;17-janv-13;1528;mixed;500;400;2000;6;4;0.858494941059;False;L;4;z;1;495;None;None;None;None;None;None;None;None;None;C;1039;7;Vert;0;1;0;0;None;None;0;796;HUGO;274;9.49;2;935;3;2
vs12;hugo;4;2;17-janv-13;1528;mixed;500;400;2000;6;5;0.165507333523;True;X;16;a;1;610;None;None;None;None;None;None;None;None;None;B;1342;4;Rouge;0;14;0;0;None;None;0;985;HUGO;248.5;7.22;2;1121;4;3
vs12;hugo;4;2;17-janv-13;1528;mixed;500;400;2000;6;6;2.34946500585;False;X;8;a;1;327;None;None;None;None;None;None;None;None;None;A;645;0;Rouge;0;5;0;0;None;None;0;438;HUGO;261;7.7;2;574;2;1
vs12;hugo;4;2;17-janv-13;1528;mixed;500;400;2000;6;7;3.81937274491;True;X;8;a;1;541;None;None;None;None;None;None;None;None;None;A;1061;0;Rouge;0;7;0;0;None;None;0;645;HUGO;358.5;8.11;2;778;2;1
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;8;1.56352329732;False;X;4;z;1;557;None;None;None;None;None;None;None;None;None;A;1619;0;Vert;0;1;0;0;None;None;0;370;HUGO;229.5;5.69;2;504;2;1
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;9;5.49849793607;True;L;16;z;1;382;None;None;None;None;None;None;None;None;None;A;1245;0;Vert;0;1;0;0;None;None;0;752;HUGO;202.25;2.54;2;893;4;3
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;10;5.25354830148;False;X;16;z;1;448;None;None;None;None;None;None;None;None;None;B;1620;4;Vert;0;12;0;0;None;None;0;800;HUGO;278;9.27;2;936;3;2
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;11;1.63263807979;False;L;8;a;1;613;None;None;None;None;None;None;None;None;None;A;1720;3;Rouge;0;6;0;0;None;None;0;1161;HUGO;234;3.21;2;1296;5;4
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;12;0.180751496259;True;X;8;a;1;563;None;None;None;None;None;None;None;None;None;A;1241;0;Rouge;0;1;0;0;None;None;0;573;HUGO;208.33;4.29;2;710;3;2
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;13;2.57825097479;False;L;8;z;1;326;None;None;None;None;None;None;None;None;None;A;1094;1;Vert;0;3;0;0;None;None;0;497;HUGO;248.5;7.88;2;634;2;1
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;14;2.78499475396;True;L;4;z;1;379;None;None;None;None;None;None;None;None;None;A;2019;3;Vert;0;3;0;0;None;None;0;424;HUGO;252;10.48;2;563;2;1
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;15;4.70397211293;False;L;4;a;1;425;None;None;None;None;None;None;None;None;None;B;908;4;Rouge;0;1;0;0;None;None;0;440;HUGO;260.5;8.11;2;573;2;1
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;16;6.10574258838;True;X;16;z;1;365;None;None;None;None;None;None;None;None;None;A;1076;0;Vert;0;9;0;0;None;None;0;585;HUGO;214.33;4.88;2;719;3;2
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;17;1.18573640595;True;L;8;z;1;337;None;None;None;None;None;None;None;None;None;B;861;5;Vert;0;5;0;0;None;None;0;884;HUGO;220.75;7.93;2;1024;4;3
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;18;1.39196547705;True;L;8;z;1;605;None;None;None;None;None;None;None;None;None;D;1918;9;Vert;0;8;0;0;None;None;0;2150;HUGO;291;6.53;2;2287;7;6
vs12;hugo;4;2;17-janv-13;1529;mixed;500;400;2000;6;19;2.51363204529;True;X;4;a;1;602;None;None;None;None;None;None;None;None;None;A;727;0;Rouge;0;4;0;0;None;None;0;442;HUGO;168;3.92;2;577;3;2
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;20;2.90201870407;False;X;4;a;1;398;None;None;None;None;None;None;None;None;None;B;761;5;Rouge;0;1;0;0;None;None;0;763;HUGO;276.67;4.14;2;900;3;2
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;21;0.754842529548;False;L;8;a;1;574;None;None;None;None;None;None;None;None;None;D;960;9;Rouge;0;2;0;0;None;None;0;1538;HUGO;302.6;3.32;2;1673;5;5
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;22;2.05192131474;True;X;16;a;1;394;None;None;None;None;None;None;None;None;None;A;1056;3;Rouge;0;4;0;0;None;None;0;923;HUGO;236.5;5.19;2;1063;4;3
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;23;1.38662774332;False;L;4;z;1;350;None;None;None;None;None;None;None;None;None;C;962;7;Vert;0;1;0;0;None;None;0;687;HUGO;249;5.53;2;824;3;2
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;24;4.36892100138;True;X;4;z;1;313;None;None;None;None;None;None;None;None;None;B;995;4;Vert;0;1;0;0;None;None;0;421;HUGO;250.5;7.68;0;559;2;1
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;25;2.85894048602;True;L;4;a;1;316;None;None;None;None;None;None;None;None;None;D;829;10;Rouge;0;2;0;0;None;None;0;1228;HUGO;196.33;6.19;2;1368;6;5
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;26;2.84309887735;True;L;8;a;1;492;None;None;None;None;None;None;None;None;None;B;2063;4;Rouge;0;4;0;0;None;None;0;627;HUGO;232;3.93;0;763;3;2
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;27;5.62653019548;True;L;16;a;1;493;None;None;None;None;None;None;None;None;None;A;2156;1;Rouge;0;12;0;0;None;None;0;791;HUGO;205;4.15;0;926;4;3
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;28;4.5097631585;False;L;16;a;1;983;None;None;None;None;None;None;None;None;None;D;1693;10;Rouge;0;5;0;0;None;None;0;0;HUGO;165.5;4.24;2;3145;16;15
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;29;2.12140735894;False;X;8;z;1;479;None;None;None;None;None;None;None;None;None;A;771;1;Vert;0;7;0;0;None;None;0;550;HUGO;201;5.8;2;688;3;2
vs12;hugo;4;2;17-janv-13;1530;mixed;500;400;2000;6;30;3.9967157366;True;X;8;z;1;391;None;None;None;None;None;None;None;None;None;A;1794;0;Vert;0;2;0;0;None;None;0;518;HUGO;195.33;4.3;2;656;3;2
vs12;hugo;4;2;17-janv-13;1531;mixed;500;400;2000;6;31;2.72449482062;False;X;8;z;1;454;None;None;None;None;None;None;None;None;None;B;832;4;Vert;0;3;0;0;None;None;0;806;HUGO;278.33;8.18;2;942;3;2
vs12;hugo;4;2;17-janv-13;1531;mixed;500;400;2000;6;32;1.8398074088;False;X;4;z;1;500;None;None;None;None;None;None;None;None;None;A;1028;0;Vert;0;4;0;0;None;None;0;398;HUGO;240.5;6.7;2;534;2;1
vs12;hugo;4;2;17-janv-13;1531;mixed;500;400;2000;6;33;4.36047995865;True;L;16;z;1;978;None;None;None;None;None;None;None;None;None;D;1361;9;Vert;0;1;0;0;None;None;0;2183;HUGO;195.5;6.32;2;2323;10;9
vs12;hugo;4;2;17-janv-13;1531;mixed;500;400;2000;6;34;5.51918691717;False;L;16;z;1;489;None;None;None;None;None;None;None;None;None;D;1115;8;Vert;0;15;0;0;None;None;0;1541;HUGO;241.33;5.68;2;1674;6;6
vs12;hugo;4;2;17-janv-13;1531;mixed;500;400;2000;6;35;2.49433930797;True;L;4;a;1;532;None;None;None;None;None;None;None;None;None;D;1243;10;Rouge;0;3;0;0;None;None;0;1294;HUGO;253.4;7.02;2;1429;5;4
vs12;hugo;4;2;17-janv-13;1531;mixed;500;400;2000;6;36;1.2847075705;False;X;16;z;1;667;None;None;None;None;None;None;None;None;None;A;1133;0;Vert;0;13;0;0;None;None;0;569;HUGO;210.67;4.54;2;705;3;2
vs12;hugo;4;2;17-janv-13;1532;mixed;500;400;2000;7;1;5.11275645237;False;X;4;a;1;825;None;None;None;None;None;None;None;None;None;D;1579;9;Rouge;0;4;0;0;None;None;0;1249;HUGO;214.2;9.25;2;1384;5;4
vs12;hugo;4;2;17-janv-13;1532;mixed;500;400;2000;7;2;0.778928294135;True;L;8;z;1;615;None;None;None;None;None;None;None;None;None;D;2308;10;Vert;0;1;0;0;None;None;0;1961;HUGO;203;5;2;2096;9;8
vs12;hugo;4;2;17-janv-13;1532;mixed;500;400;2000;7;3;6.17158597542;False;X;4;z;1;335;None;None;None;None;None;None;None;None;None;A;1025;0;Vert;0;1;0;0;None;None;0;486;HUGO;184;4.62;2;624;3;2
vs12;hugo;4;2;17-janv-13;1532;mixed;500;400;2000;7;4;0.391226466974;True;L;16;a;1;385;None;None;None;None;None;None;None;None;None;B;905;4;Rouge;0;12;0;0;None;None;0;1116;HUGO;227.4;3.05;2;1255;5;4
vs12;hugo;4;2;17-janv-13;1532;mixed;500;400;2000;7;5;6.24066528343;True;X;4;a;1;313;None;None;None;None;None;None;None;None;None;B;1904;4;Rouge;0;1;0;0;None;None;0;404;HUGO;240.5;8.56;2;538;2;1
vs12;hugo;4;2;17-janv-13;1532;mixed;500;400;2000;7;6;4.26333870163;False;L;4;z;1;326;None;None;None;None;None;None;None;None;None;C;807;6;Vert;0;1;0;0;None;None;0;599;HUGO;341.5;8.14;2;734;2;1
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;7;0.981060320921;False;L;8;z;1;537;None;None;None;None;None;None;None;None;None;C;566;7;Vert;0;5;0;0;None;None;0;1360;HUGO;339.25;6.87;2;1498;4;3
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;8;5.07841387335;True;L;16;z;1;427;None;None;None;None;None;None;None;None;None;A;1871;0;Vert;0;9;0;0;None;None;0;552;HUGO;207;2.54;2;686;3;2
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;9;4.71975378647;True;X;8;z;1;506;None;None;None;None;None;None;None;None;None;A;1002;0;Vert;0;5;0;0;None;None;0;558;HUGO;207.33;3.32;2;693;3;2
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;10;6.04112747539;True;L;4;a;1;443;None;None;None;None;None;None;None;None;None;C;1653;7;Rouge;0;4;0;0;None;None;0;778;HUGO;197.75;6.41;2;914;4;3
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;11;2.09375952537;False;X;16;z;1;636;None;None;None;None;None;None;None;None;None;A;2171;0;Vert;0;2;0;0;None;None;0;563;HUGO;191;9.38;2;700;3;2
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;12;5.01198373279;True;X;8;z;1;496;None;None;None;None;None;None;None;None;None;A;1611;1;Vert;0;1;0;0;None;None;0;509;HUGO;190.67;3.79;2;644;3;2
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;13;2.76260971201;False;X;4;z;1;530;None;None;None;None;None;None;None;None;None;A;1833;1;Vert;0;1;0;0;None;None;0;537;HUGO;202.67;3.75;2;673;3;2
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;14;3.64831410994;False;X;8;z;1;377;None;None;None;None;None;None;None;None;None;A;1528;0;Vert;0;6;0;0;None;None;0;388;HUGO;227.5;3.98;2;523;2;2
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;15;2.31617078058;False;L;16;a;1;341;None;None;None;None;None;None;None;None;None;A;814;1;Rouge;0;13;0;0;None;None;0;669;HUGO;243.67;3.38;2;803;3;2
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;16;5.57943111347;True;L;8;a;1;345;None;None;None;None;None;None;None;None;None;B;852;5;Rouge;0;3;0;0;None;None;0;1050;HUGO;204.4;6.62;0;1187;5;4
vs12;hugo;4;2;17-janv-13;1533;mixed;500;400;2000;7;17;0.421960242208;False;L;4;a;1;467;None;None;None;None;None;None;None;None;None;B;2615;4;Rouge;0;3;0;0;None;None;0;724;HUGO;249.33;9.07;2;860;3;2
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;18;5.81494314629;False;X;8;a;1;877;None;None;None;None;None;None;None;None;None;A;2627;0;Rouge;0;2;0;0;None;None;0;550;HUGO;206;3.16;2;685;3;2
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;19;4.38590521639;False;L;16;z;1;443;None;None;None;None;None;None;None;None;None;A;1874;3;Vert;0;10;0;0;None;None;0;991;HUGO;255.75;3.88;2;1130;4;3
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;20;0.917070115417;False;X;16;a;1;304;None;None;None;None;None;None;None;None;None;A;1113;1;Rouge;0;2;0;0;None;None;0;625;HUGO;230.67;2.97;2;760;3;2
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;21;0.972701739798;True;L;4;a;1;560;None;None;None;None;None;None;None;None;None;A;1092;0;Rouge;0;2;0;0;None;None;0;466;HUGO;183;2.06;2;603;3;2
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;22;4.31293781447;True;X;16;z;1;468;None;None;None;None;None;None;None;None;None;A;2936;2;Vert;0;5;0;0;None;None;0;850;HUGO;215;7.6;2;989;4;3
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;23;3.98367480694;False;L;8;z;1;949;None;None;None;None;None;None;None;None;None;B;2578;4;Vert;0;5;0;0;None;None;0;713;HUGO;246.67;4.75;2;847;3;2
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;24;0.535601966622;True;X;4;a;1;469;None;None;None;None;None;None;None;None;None;A;1232;0;Rouge;0;3;0;0;None;None;0;530;HUGO;204.67;2.09;2;668;3;2
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;25;2.9573749846;True;X;16;z;1;436;None;None;None;None;None;None;None;None;None;A;1662;0;Vert;0;11;0;0;None;None;0;463;HUGO;283;1.84;0;596;2;1
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;26;2.02835950663;False;L;16;z;1;473;None;None;None;None;None;None;None;None;None;C;1869;6;Vert;0;13;0;0;None;None;0;1620;HUGO;169.11;3.1;2;1755;9;8
vs12;hugo;4;2;17-janv-13;1534;mixed;500;400;2000;7;27;3.90628680644;True;X;4;a;1;420;None;None;None;None;None;None;None;None;None;A;1034;0;Rouge;0;2;0;0;None;None;0;406;HUGO;154;3.45;2;540;3;2
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;28;5.93614535149;True;L;4;a;1;430;None;None;None;None;None;None;None;None;None;A;2913;2;Rouge;0;4;0;0;None;None;0;2448;HUGO;442.4;6.04;2;2585;5;4
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;29;6.13568587368;True;X;16;a;1;512;None;None;None;None;None;None;None;None;None;A;1296;0;Rouge;0;15;0;0;None;None;0;342;HUGO;204;1.95;2;479;2;2
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;30;0.401769154572;False;L;8;a;1;550;None;None;None;None;None;None;None;None;None;B;4667;4;Rouge;0;4;0;0;None;None;0;1282;HUGO;324.5;5.1;2;1416;4;3
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;31;2.12669268366;True;L;8;z;1;501;None;None;None;None;None;None;None;None;None;A;4862;2;Vert;0;4;0;0;None;None;0;520;HUGO;196.33;3.31;2;657;3;2
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;32;5.32680275316;False;X;8;z;1;798;None;None;None;None;None;None;None;None;None;A;962;0;Vert;0;2;0;0;None;None;0;611;HUGO;217.33;8.75;2;751;3;2
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;33;0.925607269456;True;X;8;z;1;555;None;None;None;None;None;None;None;None;None;A;946;0;Vert;0;2;0;0;None;None;0;375;HUGO;238;2.7;2;511;2;1
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;34;0.86922105986;True;L;16;a;1;1072;None;None;None;None;None;None;None;None;None;D;2119;9;Rouge;0;8;0;0;None;None;0;2332;HUGO;174.83;4.56;2;2467;12;11
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;35;2.55439158147;False;X;16;z;1;421;None;None;None;None;None;None;None;None;None;B;880;5;Vert;0;1;0;0;None;None;0;1269;HUGO;203.17;5.92;2;1407;6;5
vs12;hugo;4;2;17-janv-13;1535;mixed;500;400;2000;7;36;1.84539523336;False;L;4;z;1;727;None;None;None;None;None;None;None;None;None;D;953;9;Vert;0;2;0;0;None;None;0;958;HUGO;211.5;5.99;2;1092;4;3
vs12;hugo;4;2;17-janv-13;1537;mixed;500;400;2000;8;1;0.825166070193;True;X;4;z;1;525;None;None;None;None;None;None;None;None;None;A;2535;1;Vert;0;3;0;0;None;None;0;1092;HUGO;373.33;8.24;2;1250;3;2
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;2;2.64224151472;True;L;4;a;1;667;None;None;None;None;None;None;None;None;None;A;2051;0;Rouge;0;2;0;0;None;None;0;449;HUGO;132.67;3.62;2;582;3;2
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;3;5.73830515825;False;X;4;a;1;434;None;None;None;None;None;None;None;None;None;C;1087;6;Rouge;0;3;0;0;None;None;0;620;HUGO;219;8.06;2;752;3;2
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;4;1.85266107423;False;X;8;z;1;440;None;None;None;None;None;None;None;None;None;A;2030;0;Vert;0;8;0;0;None;None;0;592;HUGO;221;2.78;2;725;3;2
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;5;3.14145351131;False;L;8;z;1;1213;None;None;None;None;None;None;None;None;None;A;1247;1;Vert;0;8;0;0;None;None;0;533;HUGO;199.33;3.25;2;668;3;2
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;6;0.637946488195;True;X;8;z;1;480;None;None;None;None;None;None;None;None;None;A;1524;2;Vert;0;5;0;0;None;None;0;520;HUGO;191.33;6.43;2;657;3;2
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;7;1.45895573488;True;L;8;z;1;1058;None;None;None;None;None;None;None;None;None;A;1870;3;Vert;0;7;0;0;None;None;0;1351;HUGO;214.33;6.15;2;1486;6;5
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;8;1.50817262625;False;L;4;a;1;524;None;None;None;None;None;None;None;None;None;C;1440;6;Rouge;0;4;0;0;None;None;0;760;HUGO;261.33;10.44;2;897;3;2
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;9;5.44879672237;True;L;8;z;1;831;None;None;None;None;None;None;None;None;None;D;929;8;Vert;0;6;0;0;None;None;0;2884;HUGO;573.4;4.87;2;3022;5;4
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;10;5.07104473592;False;X;16;a;1;653;None;None;None;None;None;None;None;None;None;B;2667;5;Rouge;0;15;0;0;None;None;0;2519;HUGO;506.6;3.88;2;2654;5;4
vs12;hugo;4;2;17-janv-13;1538;mixed;500;400;2000;8;11;2.0655208608;True;X;16;z;1;388;None;None;None;None;None;None;None;None;None;A;2775;0;Vert;0;14;0;0;None;None;0;467;HUGO;277;8.63;2;607;2;1
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;12;5.36032021888;False;L;4;N;0;1500;None;None;None;None;None;None;None;None;None;A;3367;3;Rouge;0;1;0;0;None;None;0;0;HUGO;1028;3.35;2;3150;3;2
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;13;0.270750258786;True;X;8;a;1;626;None;None;None;None;None;None;None;None;None;A;1853;0;Rouge;0;4;0;0;None;None;0;567;HUGO;215.33;3.22;2;706;3;2
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;14;3.65139860592;False;X;8;a;1;588;None;None;None;None;None;None;None;None;None;A;2264;0;Rouge;0;8;0;0;None;None;0;355;HUGO;226.5;2.87;2;487;2;1
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;15;6.2564467902;True;L;4;N;0;1500;None;None;None;None;None;None;None;None;None;A;1574;0;Vert;0;2;0;0;None;None;0;0;HUGO;1567.5;0.34;2;3151;2;1
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;16;3.13111430391;False;L;16;z;1;875;None;None;None;None;None;None;None;None;None;D;1841;9;Vert;0;11;0;0;None;None;0;2357;HUGO;198.82;3.67;2;2490;11;10
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;17;5.90634160203;True;X;4;a;1;533;None;None;None;None;None;None;None;None;None;B;3586;5;Rouge;0;4;0;0;None;None;0;891;HUGO;322.33;3.32;2;1026;3;2
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;18;5.09798233636;True;X;16;a;1;498;None;None;None;None;None;None;None;None;None;A;1842;0;Rouge;0;15;0;0;None;None;0;599;HUGO;230.67;1.68;2;736;3;2
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;19;1.86612026346;True;L;16;z;1;394;None;None;None;None;None;None;None;None;None;A;1469;0;Vert;0;10;0;0;None;None;0;70;HUGO;199;0;2;207;1;0
vs12;hugo;4;2;17-janv-13;1539;mixed;500;400;2000;8;20;4.87765692764;False;L;16;z;1;691;None;None;None;None;None;None;None;None;None;D;1617;8;Vert;0;16;0;0;None;None;0;2020;HUGO;187.1;3.75;2;2157;10;9
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;21;2.87611242163;True;L;8;z;1;569;None;None;None;None;None;None;None;None;None;D;1078;8;Vert;0;6;0;0;None;None;0;873;HUGO;172.2;5.22;2;1007;5;4
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;22;3.16334846446;False;X;16;N;0;1500;None;None;None;None;None;None;None;None;None;A;2401;1;Rouge;0;6;0;0;None;None;0;0;HUGO;611.8;2.1;2;3152;5;4
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;23;1.36549829597;False;L;16;z;1;624;None;None;None;None;None;None;None;None;None;A;1685;0;Vert;0;1;0;0;None;None;0;0;HUGO;772.5;1.12;2;3144;4;3
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;24;3.94912397339;True;L;16;z;1;398;None;None;None;None;None;None;None;None;None;A;1728;0;Vert;0;3;0;0;None;None;0;929;HUGO;243.25;3.2;2;1067;4;3
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;25;4.47718142665;False;X;4;a;1;346;None;None;None;None;None;None;None;None;None;A;2228;2;Rouge;0;4;0;0;None;None;0;636;HUGO;166.75;5.45;2;772;4;3
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;26;3.02475110075;False;X;4;z;1;454;None;None;None;None;None;None;None;None;None;A;2881;0;Vert;0;4;0;0;None;None;0;598;HUGO;157.25;3.62;2;733;4;3
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;27;2.48932187432;True;X;8;z;1;502;None;None;None;None;None;None;None;None;None;A;890;0;Vert;0;8;0;0;None;None;0;1486;HUGO;523.33;3.04;2;1626;3;2
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;28;5.23108619371;False;L;8;z;1;402;None;None;None;None;None;None;None;None;None;B;861;4;Vert;0;5;0;0;None;None;0;1348;HUGO;265.8;5.81;2;1480;5;4
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;29;3.7390578632;True;L;16;z;1;475;None;None;None;None;None;None;None;None;None;A;2275;0;Vert;0;3;0;0;None;None;0;340;HUGO;213.5;5.63;0;474;2;1
vs12;hugo;4;2;17-janv-13;1540;mixed;500;400;2000;8;30;5.85357132736;True;X;16;a;1;508;None;None;None;None;None;None;None;None;None;A;2304;2;Rouge;0;4;0;0;None;None;0;991;HUGO;245.5;7.72;2;1124;4;3
vs12;hugo;4;2;17-janv-13;1541;mixed;500;400;2000;8;31;1.27843743821;False;X;8;z;1;495;None;None;None;None;None;None;None;None;None;A;1516;0;Vert;0;5;0;0;None;None;0;360;HUGO;225.5;5.5;2;496;2;1
vs12;hugo;4;2;17-janv-13;1541;mixed;500;400;2000;8;32;1.57853639755;False;X;16;a;1;389;None;None;None;None;None;None;None;None;None;A;1691;1;Rouge;0;15;0;0;None;None;0;630;HUGO;219.33;11.77;2;768;3;2
vs12;hugo;4;2;17-janv-13;1541;mixed;500;400;2000;8;33;3.50105832008;False;L;4;a;1;399;None;None;None;None;None;None;None;None;None;A;2006;2;Rouge;0;3;0;0;None;None;0;1223;HUGO;306.75;7.3;2;1360;4;3
vs12;hugo;4;2;17-janv-13;1541;mixed;500;400;2000;8;34;4.84308601492;True;X;4;z;1;486;None;None;None;None;None;None;None;None;None;A;950;3;Vert;0;4;0;0;None;None;0;566;HUGO;205;5.08;2;705;3;2
vs12;hugo;4;2;17-janv-13;1541;mixed;500;400;2000;8;35;6.11804731499;True;L;4;a;1;515;None;None;None;None;None;None;None;None;None;A;1056;0;Rouge;0;1;0;0;None;None;0;444;HUGO;205.5;6.21;2;583;2;1
vs12;hugo;4;2;17-janv-13;1541;mixed;500;400;2000;8;36;0.781986714452;False;L;8;a;1;450;None;None;None;None;None;None;None;None;None;D;709;8;Rouge;0;4;0;0;None;None;0;1025;HUGO;234;6.62;2;1159;4;3
vs12;julie;4;2;17-janv-13;1143;Ent1;500;400;2000;1;1;2.76654324349;True;X;8;z;1;1297;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;2;0;0;None;None;0;2057;JULIE;271.29;8.27;2;2195;7;6
vs12;julie;4;2;17-janv-13;1143;Ent1;500;400;2000;1;2;5.41932700522;True;L;16;N;0;1500;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;14;0;0;None;None;0;0;JULIE;234.55;7.11;2;3149;11;10
vs12;julie;4;2;17-janv-13;1144;Ent1;500;400;2000;1;3;5.92989819105;True;L;8;N;0;1500;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;6;0;0;None;None;0;0;JULIE;254.5;10.45;2;3147;8;7
vs12;julie;4;2;17-janv-13;1144;Ent1;500;400;2000;1;4;2.1723440134;True;X;16;z;1;441;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;11;0;0;None;None;0;769;JULIE;219.67;0;2;905;3;3
vs12;julie;4;2;17-janv-13;1144;Ent1;500;400;2000;1;5;1.95282129631;False;L;8;z;1;406;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;7;0;0;None;None;0;2112;JULIE;229.8;0;2;2246;5;5
